vin,sellingprice
1b3cc4fb9an189063,5477.7866492895255
1gndt13s662358557,3758.8282426520836
wddgf4hb5cr239429,21311.984252630136
km8jt3ab7cu401390,10394.929714175656
1gkev23768j263857,10412.077316602235
jthbf5c24c5176380,21646.295774454094
1hgcg165x2a027836,2258.6428823980314
kmhd35le6du156678,14410.633194606558
wbavm1c51dvw41350,22699.37464571697
1c4rjeag7ec144910,32144.220895930477
2d4rn4de8ar496990,6597.514675406611
4t1bf1fk7cu098636,12981.79063781332
wauaf78e26a046795,2577.5578183321722
1gkdt13s122106237,1924.4260978168859
1n4ba41e66c829787,3411.0437965659057
4t3zk3bb8au024609,16820.856177654165
1fm5k8d83dgb86317,27599.96333450856
1n6ad0ev4ac404087,15735.555311775184
2c3ccabg4eh261658,23939.72404792621
1fafp552x3a196871,265.7785080669146
1gnscbkcxfr160773,45406.22909498493
kmhct5ae1du137471,10525.678230101888
2hges16543h601504,2106.066616169981
wba3b5g51fns15840,40242.16122051888
3c4pdddg8dt615227,10858.22217088458
jthce1blxd5001563,30046.240382769516
1j8gl58k85w613103,2251.4345260464834
3fahp0gaxcr304900,9076.229883195105
1ftnf1cf0ekd48113,18305.681013513593
1fahp2f83eg183230,18738.887437118425
1g1jc6shxd4189457,8464.036000206834
1fmzu73k53uc18137,1342.1639766569624
1fmcu0h92dud56139,17395.156125802045
jm3ke2cy8f0434836,19435.448246543845
1g1zf57579f254408,8581.411012502402
jthbk262982063524,10379.639926628784
3n1bc1cp1al391729,2988.9914127309185
4t1be46k47u032443,7130.98991940833
jn1cv6ap9dm713252,22236.887624431765
jtlkt334264049092,2701.3361706648884
4jgdf7ce4da223492,40823.27999001879
wp0ab2a90ds123041,76878.8545179507
2g1wf5e37d1220344,9131.660275956227
1c3cdfbaxdd268356,12112.35631272552
1j4rr4gg4bc555195,17855.626153832472
1gyek63n92r200314,972.8038967752582
5j6rm4h55cl021118,16247.694338449346
jm1bl1uf3b1390089,8082.69283066263
1nxbu4ee9az306581,9714.150106932419
3ln6l2gk8er825498,27661.78592106367
kmhcn46cx9u341270,2556.7554827116674
1fmjk1h5xbef34161,23527.76688088968
jm1gj1v66e1162487,18844.1025715652
1fafp55s53g166741,1476.6776143295083
jhlre4h47bc035761,15404.756903279975
1hgcg56702a023996,2873.259438656747
3vwrt71k66m746558,3235.8902124740453
5tfdw5f17cx249548,25925.396290271856
2c4rdgcg8er253237,17041.05183063755
19uua56883a074677,3074.850881575476
2lmdu68cx8bj05646,12706.885339316263
5n1ar18u67c626356,5192.53053334166
1ftne2ew8eda20173,21506.432666773577
1fahp3gn9bw184524,6819.203461817011
19xfb2f5xee243381,8499.634376711569
1gtw7fca5e1905770,21661.032639907062
1zvht85h455209305,9236.564969454614
1fafp55u11a128859,738.9679872099096
jthbe1bl6d5001460,29543.138693170265
jm3er2bm7b0405127,16319.389875435869
2c3cdxct1eh315591,18846.346677764574
5xxgn4a7xcg039135,13113.940320945178
1g2zg57bx94117540,2753.150237657166
3n1ab6ap9al644813,6746.574198880139
jtjbt20x930014425,7460.1254993700495
1g6dt57v780164982,11851.299798688024
2fmdk3kc4eba30799,22556.741564081727
2c4rdgbg9dr616368,9251.774468345622
1ft8w3bt5cea27096,34818.44519085437
jthbe96s070016618,11867.339096355847
jtmbk33v085063691,10297.209324582836
3lnhm28t28r660744,6189.035010674191
jtmbd31v275093545,9677.37078406926
1gtek19z26z254627,11722.22149414102
jtebu5jr0a5028050,27681.624375110292
4t1be46k07u044069,5149.569239992921
5xxgm4a7xeg282238,13767.89069837391
5npdh4ae4eh505402,13348.088338459962
wdbrf40j63f382931,4522.304984778973
5tfhy5f11dx308848,35241.87713420164
1n4aa5ap9bc866393,13691.123507418673
1j4gz78yxwc163618,472.47943560601016
2t3bf4dv6bw173640,15362.10593221731
1n4al3ap6dn429862,14435.685725764479
1c3cdzab4cn136021,9528.864804701301
1fmcu0dg1ckc48030,9795.659736037833
jn8ae2kp0d9068333,15573.238170743698
1mefm50ux2g620409,970.0228506866988
1fmyu031x5ka88199,2653.6772870885397
5npet46c59h535167,5067.41232553641
jn8cs1mw4dm173129,32667.40030701902
1fmcu0gx4eub81474,16977.762986575814
jtdkn3du5d1615796,13661.72691280447
1fm5k8d89dga37233,25582.723279969854
1ftpx14555na08675,4906.634369412977
1fmhk8d85cga18738,21315.448454714962
wddng71x07a121188,14675.995236254146
1b3hb48b37d201969,3458.365900756131
2hgfa16519h369184,5174.962229355677
1gys4kef6br346956,40192.903196571104
1b3cb4ha4ad603024,5466.655046289202
2fmza52256ba56681,3159.6698371296443
1n4aa5ap8ec486577,13403.245537130062
2g1wg5e33d1191129,10635.200778378196
2fmdk4jc7dbb48738,21920.527565449265
jn8az1mw3bw182053,15609.455866460296
knafk4a67e5154467,11162.325817398574
wddgf4hb8ea930911,25431.866406364432
19uua8f20ca020058,19124.783804641356
jn8as5mv1cw705624,15069.690545983929
1g1jc6sg3d4231703,9153.9577589177
knaft4a25a5242857,5868.434637706014
wdbtk76g84t024831,9169.87170494373
wba3a5c55cf345182,25505.521307016195
1c4bjweg5dl655483,28521.99431854793
1gcec29029z162071,15240.295169071755
1c4pjmak6cw120986,10669.59821955072
1fmpu15576lb00788,4202.410737204082
2gnfleek5c6358786,13085.33140933483
2c4rc1cg3er180357,24923.100631477675
2b3ka43r58h326800,1466.8021836611788
1g2zg558964261180,2383.563451592925
wmwmf73518tt88928,7450.985281859002
kmhhn65f76u206174,3399.7910990953624
2d4gv58205h591407,3630.8087043835403
1n4al11d96n405049,3472.4384485336886
jf1znaa18d2731233,17682.055918138965
2hgfg1b99ah500776,8117.821110049635
2t2bk1ba3cc153153,28074.059211148884
1ftne2ewxeda19977,20647.083607289173
jn8az1mw8dw313688,16177.470208005096
1gbhg39c591143468,6500.427900111259
wmeej3ba0ck553414,5386.578676266685
5j6yh18798l015149,8971.05842967566
2d4rn5dg4br721026,8023.023528385582
1j4gx48s24c385874,6257.69018333416
wbapt735x8cx00895,10905.421473224695
1fbss31l53ha60766,5836.116828593327
2fmhk6c85dbd11442,16275.57170086766
5tftx4gn8dx024805,18029.63252936366
wauhfaflxcn010306,20320.74953133474
kmhgc4dd2du221586,19378.203057614177
2c3ja53g25h678246,3326.877706937157
1ftyr14u0wta78359,1587.044630327322
jn1cv6ekxdm923406,27159.212083648985
2fmdk4kc4cba79827,23074.328616417504
1yvhp81a695m35040,7170.324581089368
salmf13496a235125,17884.98211596509
kmhfh4jgxda233076,18198.026247043905
3fa6p0k99er301400,12775.162547338616
2gnaldek6c1277684,12180.36586046535
4jgcb65e67a056765,7665.302975013487
5j6rm4h33dl071421,18605.81457418153
4a32b3ff9ce023054,9709.950224231332
1gcrkpea0cz276898,18771.187937190763
2a4gp54lx6r781680,2219.7970106959765
5fnrl5h60cb073055,17820.1618697112
1fm5k8d88ega09800,26233.276022714846
1gtw7fca0e1906082,21730.852259796608
1gkek63ux4j159713,4521.157892038007
ja3au86u78u008441,4130.956304688274
1g8al55f66z160145,705.731762157171
wbaet37465nj89798,8992.1251686206
1g1ak15f177200574,4623.465138810327
1n4al3apxdn440136,14926.572060919572
3d7mx48c36g247655,7526.677861137949
jthkd5bh7c2055355,19903.71559555727
1fm5k8f85fga04570,30201.830626500432
wdbsk75f43f060145,14968.72546208736
1n4aa5ap8ac816289,9623.183286981919
2fmdk4kcxdbb95356,17623.95003521099
5yfbu4ee5dp087012,9969.11495269615
2g4ws52j131114990,1189.8354218413533
1c4rjfcg7cc103273,14198.487468429841
jthbf5c29d5187781,25723.86955717605
2t1bu4ee8cc800628,9845.518864442281
2c4rdgeg2er179133,17071.95807416167
jn8as5mtxew603465,11641.37050200359
5j6re4h71bl067297,16012.817962085232
3fahp0ha3cr291860,9953.860737289264
4jgbf7be5ca781293,25977.229917386117
3g5da03l07s562513,3921.3739731023015
1n4bl11d96c251104,4582.1819989616215
jthbf5c25c2102810,22311.912036067144
jm1cw2bl8d0149065,12989.434306515604
3tmlu4en7em150625,28587.93769829328
3vwsf71k36m629545,2724.5537463395285
wbafu7c58cdu58748,27231.251918505797
3vwbx7aj5bm108602,9306.404818498344
5npdh4ae0fh571222,10768.5120679268
1n4al3ap8en260008,17586.04022643761
1g6ky54911u182876,722.8188036272804
1n4aa5apxbc856004,18266.507249197282
1fafp56u67a191527,2277.648863392782
jthch96s260017537,13658.043128315554
4t1bf32k43u557395,2105.5676601273135
3fa6p0lu8er308079,19457.48257509941
1n4al2apxcn413527,13606.21586360344
jn8cs1mw3dm173915,25524.246000911346
1ftne2ew4dda54948,19758.668591436915
1ftpw14584ka09953,6651.789014128839
1g1zd5e0xcf385031,10278.52624342177
wbafr7c54cc810649,27875.4528684936
1hgcp2f67ca142264,13490.024887365727
1j4rr5gt4bc603765,19659.936067711675
jtjbt20x350075451,6463.71788433417
1c4njrfb3fd249037,17642.28141350927
1yvhp80c385m20285,3523.835444818111
4m2cn8b77akj08834,7516.573181367826
1hgcp2f32ca079306,13239.057365353394
jthcf5c24b5051415,20318.34667776533
1vwbp7a31dc109607,16926.430409178614
1gnkvgkd4dj194946,19061.185271280505
5fnrl5h43cb013351,18392.107049196296
3fa6p0h94er382314,15620.64440091078
3vwsb69m92m095277,1698.5411718604682
1ftkr1ad0bpb02706,8982.69208972044
1hgcp2f68ca145092,13140.928610895226
wbagl63413dp61945,1669.6522330764383
1g11b5sa3df131680,13483.27913562337
1n4al2ap4bc140482,7507.597978639779
1b3el46x14n308491,1467.7046994386892
1n4al11d56n333816,5709.079224580668
wbskg9c55ce797894,39474.37407690192
1n4al3ap7dc912532,16393.328921833432
3gkfk16r1xg529905,521.2033285247344
wbaxg5c59cdx03671,30266.417755923325
4n2zn16t42d808408,785.9261571398383
1fmju2a59eef40614,33247.59205676751
3c4pddbg0et211908,15887.230887020076
2t3df4dvxcw191648,19807.091321487595
1ftne24213ha50152,2291.426592318083
1n4aa5ap5dc830123,20163.46485111983
5gten13e588114084,12166.494942857053
19xfb2f92ce015858,11398.632428742896
3fa6p0h71er243840,18143.718080622988
1g6dm577040113901,3264.6469065960573
1c4hjwfg8dl664400,29390.083593192692
1j4fa39s76p781106,13329.013219461669
1fmzu73k05uc04214,3559.7717457256003
jm1cw2dlxc0141481,15451.886927325411
2hnyd18814h548804,8516.204666210697
jthcf5c22c5057540,22622.360423426366
1c3cdzab6dn607023,9242.29631167448
1gcskse38az100409,18981.061313470356
2t2zk1ba3dc124462,33091.52752985982
1n4al3ap8fn311380,11850.713155937457
jtjht00w923521747,7851.037164567549
1n4al2ap8bc148553,11188.53978463502
3fa6p0luxer308326,18216.204479129046
1g6ds5e33c0100614,15615.916052359415
6g2er57788l127964,8236.214724987687
kmhec4a43da066396,12807.202647255004
1fmcu9d79ckb22440,11295.496984937683
1ftew1cm0ekd93017,23117.936223639063
2t2bk1ba7cc145833,26868.055330751034
5uxwx5c57blw13582,27028.005860356578
1gnec13t24j223706,9818.53326148005
1c4gp64l9yb658059,273.3724407781865
2c3cdyag7dh604131,22571.539039107927
1c3bcbfg8cn279810,15339.442404589743
wba3a5c55ep601379,33666.88349072221
5tdba23c64s003155,3125.9228632983013
knafx4a62e5097239,11019.79893071653
wbabd534x6pl17693,6363.597130443241
wbawb73547p021677,9399.714289517793
3fahp0hg7cr419926,9828.314939242584
4t1bf1fkxeu419703,17225.8613221747
1vwah7a32dc088713,15692.427582585344
wddgf4hb4cr216756,26849.760249920986
jthbn36fx55021972,9998.615713066498
wddgj4hb4cf802891,22289.86893789208
5fnyf3h55db017208,26450.678650626516
3vwrm71kx8m180209,3887.7169960836127
5fnyf4h73cb048964,23278.46504309849
1a8hx58p77f544718,7626.0873769115215
1n4bu31d9sc101562,251.0605808118944
3d4pg5fv0at150580,5471.074780964234
1fm5k7b89dga29971,20653.900508781753
1fm5k8d85dgb79417,17332.609100913614
2c4rdgbg9cr146454,5387.4178159712865
jtdkdtb36e1574688,14734.659485900604
5npeb4acxch416211,11526.181007881854
1ftne24w04ha63334,1798.383938345125
1fahp32n49w170273,3289.577529212289
knadm4a36e6394885,11555.277779790402
yv4940dl1e2516909,27121.741042396963
wbadm6344ygu28113,610.7653853270331
5xyktca62fg600638,20621.689986220208
2c4rdgbgxdr656040,14932.30374056594
1zvbp8em3e5231769,13392.386157797384
5npeb4ac1dh747390,13376.390473898638
sajwa71b06sg49749,4923.055028167253
2c3ccaagxeh232618,18916.371075679657
2g1wf52e749274511,1443.5848827471636
1hgcs1b87ca014624,11748.698967978384
5tdzk3eh7as019760,15913.011747555209
1c3ccbbb1dn545698,9535.911661188116
1gdgg31v061903480,2224.425574050112
jh4cu2f40cc013422,18224.1785130851
1j8gr48k89c543652,17207.45609091295
1gcdt136758206181,5915.675718745142
1g6kd54y35u238468,774.6200439449076
yv1mh682452064955,1725.3122959783486
wa1wkafp8ca038020,23465.820798222347
5xykt3a69cg300963,14246.792668635186
2c3ja53g65h530438,2383.2439420551946
jteht05j732043105,11320.713296635602
waujf78kx9n051245,10154.414668415273
wddgf8ab3da803774,25023.131059729476
1fadp3e29dl186382,11698.38290727841
jm1bl1ug8b1901479,10151.813954023928
1g1jc5sh9c4159245,6437.5057033040575
1ftfw1ct8ekd55644,26200.466954135496
jtebu11f98k007353,15053.922681452865
2g1fc3d31c9118200,19637.578211786054
1ftpw14524kd61376,8739.827857575285
jn8ar07s4xw366220,1672.6372329573678
jhmfa16886s002021,3850.0477834688572
1fmfk20557la13598,11607.509451167625
jtkjf5c73c3031845,10319.39958549005
1fmdu73w12uc78556,1386.5019837927903
jthbe262062004334,11432.447821480011
1hgcp2f69ca058253,11597.093768685992
1c4rjfag6cc226470,23520.95134680695
1n4dl01axyc220729,973.4956334982835
1n4al3ap9ec420585,16753.790998394685
2t1bu4eexdc088902,12858.102836558792
2hgfa55587h701059,6183.540774298299
3n1ab7ap6el622733,8769.95430847304
4a32b2ff9ce012307,4552.567873283762
1n4al3ap4dc171921,12470.529799916514
3fahp0ja9cr292361,11111.388556454496
wauvt68e03a289215,1586.2446998061841
1ftfw1et2dfb12240,28739.7088722474
jhmgd38617s046608,4365.880567358876
1g1am15b567709265,4572.687904241035
waubfafl6an051406,16474.274832799387
2g1wg5ek0b1132088,7052.67381287125
jm1de1ky4c0152251,6935.33697412943
3fa6p0lu9er308365,19455.410976394796
2g1wt58k489220398,8654.997301158252
jn1cv6ar3cm970942,16124.037831893122
3gtp2ve73dg327408,29544.527026860553
5npdh4ae3dh364031,11189.087431160662
1fmcu9c74ckb32584,7226.492206460901
5n1ar2mm7ec632479,25000.518578542047
wbana53524b848816,3415.2081683725137
kmhdh4ae0du591078,14410.760439799518
jn8dr09y53w837283,5078.730164839368
2g1wf52e049343300,1289.6197806092532
1n4al3ap2dn518991,13790.246112032015
2fmdk3kc0eba39029,21638.984730702094
4a4ar5auxde025109,14884.932150943912
4jgbf71e07a277435,13633.970905694243
1c4rjfjt0ec161941,33329.829220427724
kndmg4c73e6543215,15966.80893787953
4tawn72n1wz067204,3780.7260845566725
4t1ca38p94u023493,2575.6511092125784
wbawc73549e068865,15929.524477873874
4t1bd1fk6cu030673,16061.053717939578
2g1wc57m391241018,6591.0351885293685
sajea51c64wd55397,2276.6652974361677
kmhgc4dd7cu178426,17149.07107389065
2fmdk4jc9cba76004,18842.750185649846
2c4rdgeg7er431698,17503.54326302884
1j4gl48kx3w625200,2822.730957508209
1j4hr58215c694872,5584.290256237238
1fmeu63e58ua62563,8587.939725879489
2b4fp25b6yr855053,829.4634349318694
5fnrl38727b424521,7424.312548362407
1g6ab5r33d0144028,18260.32515737222
1d7ha16k68j184239,12510.730093479082
1g1ak52f957602626,1801.9200916690297
1d8gt58648w218755,12493.068729985167
1g11c5sl9ef189907,15408.946468126896
5fnyf3h55cb025307,23600.62069351374
1j4gw48n24c120773,4997.938976260628
2b3ka53h37h686434,9161.28067453441
19uua5659xa002897,1790.0300268417286
jt2bk12u920040680,2581.6586610081413
1g4hd57237u173862,6399.576814556307
2c3ccagt2dh683335,22263.79490054131
5npdh4aexdh321788,11297.241661606779
jn1cv6ar3cm977843,18974.535171045263
3fahp08z47r131014,2011.9238692638392
wauffafl1ba096599,20503.628343090808
1g1pf5scxc7224267,7523.631009164289
2hnyd18954h519301,1736.6366606241318
1fadp3f26el185674,9834.065199276354
1n4al2ap0bn461388,8194.883735689684
jn1cv6ap2cm622967,18301.42660239099
wmwrf33517tg17673,6585.290988512073
1ftsx21p55ea51757,1542.751723470621
1ftex1cmxdfa39798,20893.128689379857
1j4gs48k86c217044,4372.447212038562
1gnec13v33j181353,7892.192887333603
3fahp0ha2cr398852,7534.533851432526
3fa6p0h90dr152655,15244.655279015558
1ftww31p76ed61744,3921.9220327702624
1n4al3ap7dc906455,13081.93155399768
jthbk1eg6c2497691,22630.26911200981
wbaam3333xkc58754,793.8461420039657
5xxgm4a73dg182609,12812.1072810694
3fa6p0h77dr147953,18420.533627615165
jthcf5c28b5050719,22837.764058635206
1fm5k7f85dgb32072,29945.40069011622
2a4rr5d1xar346670,7347.056614652332
5tfnx4cn1bx002480,5644.824804994366
1fm5k8d87egc50750,24370.822202281946
1fmju1h55cef02858,21239.195761241663
1n4al3ap1ec157167,13331.740479216047
3gtp1ve02cg224288,20723.213566544215
3fa6p0k91dr147926,17697.59296484984
3ln6l2gk2er828137,23521.48766522942
wdbuf26j35a689186,6915.025766480247
jn8az1mw3bw181730,17411.631314745464
5gakraed4cj154842,20193.238697428496
4s4brbcc7e3258193,23308.930712045047
1c3cdfaa0dd346418,11993.763146191637
2a4gm68476r693509,4124.092481025296
5npec4abxch410087,14405.128185310903
2ftrx17w24ca01622,1764.135667704426
1g1pc5sb5e7388352,13108.449680797548
kmhcn4ac4bu605337,6505.39182023087
wddgj4hb2df946456,24271.738723169517
2g4ws52j621182099,2531.7697886782025
4t4bf3ek2ar068282,7462.016994871947
3gnfc16008g200289,10715.369612960283
1g1pf5sc9c7123141,8130.7896058013
1gc4k1c84bf188198,34272.42540647798
1fmhk8d88cgb04044,24221.5116242339
1fmdu63x6yza35758,68.49813563639873
1gchg35u841130250,3432.4788490996652
4t1bf1fk3eu420353,16474.88039095082
kmhdu4ad1au120345,2395.0153867905137
wauhfafl9en007707,27839.473327804146
1g1je5sbxe4177567,11188.86181354248
1c4njcbb6cd626250,12001.484212827108
1n4al3ap0dn488504,11777.935299562045
1n6af0ly3en104106,21179.46800407425
ja4ad3a3xez019526,19426.960788545122
1nxbr32ex6z726342,3166.6794294937754
1ftfw1et8eke40626,27332.581991426945
3ln6l2j97dr825772,22709.67155409025
jtjhy7ax4a4043487,40250.167898885644
2c3cdxbg5ch296724,17225.688256726666
kmhdu46d98u345129,5769.416457721375
kmhcn36c47u039206,1843.1716043624292
1n6bd0ct0ac446701,16634.08525899493
1j8ff47w47d278969,7441.95894199163
2gnflnek9d6213977,17645.516535635004
1n4al2ap6cc173940,12927.632604047903
wvgav7ax5cw557624,15635.508206469196
wddgf8bb9br151093,18265.488044155427
2t1burhe2ec145197,13480.22747747285
5uxzv8c55cl425052,37624.21042216834
4f2cz94103km07125,5023.90476868362
1gndv23148d201589,3360.799927644388
3n1ab6ap8cl743710,10768.729898800051
2d4gp44l56r836085,4131.692387712776
zfbcfach7ez005432,11672.45131376194
1g11c5sa4df210174,14223.15837019983
wbsde93493cf92356,8504.28008313285
jtezu17r640020809,4212.025312210506
1d7hu18n05j577776,8757.431360902388
5uxzv8c50cl423449,28382.931353031774
1fmcu0g94dua54773,13528.755308178803
wbavm1c56dvl64436,24450.530177108885
jnrar07y2xw068040,1600.1033355185773
3gnfk16zx4g256638,7561.052340331077
1gks2ke71er202972,33463.07654835889
1n4aa5ap5bc818356,13317.66861592321
1g2za5e02a4162107,7383.900840373711
wddsj4eb8en039927,25257.45553525492
wbafr9c57bde82246,24896.064148253095
1g1zc5eu6cf168226,7679.3803019151455
3fahp07127r135669,7997.86077111267
jn8af5mr0dt206355,16519.367441667917
2gnflgek4d6317613,14491.13851588007
1ftyr14u47pa62983,2859.36111700925
3fahp07167r268242,3315.329989761947
3fahp0ja6br323614,8578.304622498712
3c4pdcab5dt722691,13424.429191793553
2c3ka53g36h259442,5365.306172042672
1g6dp577870111325,8217.702889257003
wbalm1c5xce633818,37567.88457356399
1fafp56u27a143975,636.0218770200863
2g1wb57kx91282523,6108.239529565097
1gndv33188d146487,3092.6807356202553
3gnal2ek5ds624027,13021.275085405096
1hgcm826x7a005164,8419.412141436516
5yfbu4ee7cp053023,12095.577496680027
2g1115sl8f9102241,22770.139161329706
waudf98e98a065503,8854.631275260932
ml32a3hj7eh006846,7600.178565842961
2gnaldek8d1183212,15483.238256344332
jnkcv64e49m605537,14067.520817895775
19uua76588a047648,11437.580944826115
5j6rm3h72cl011903,18705.650768864274
3gnca13b79s625392,3156.3467907327413
1g6kd54y35u145627,2574.0825183746274
3g7da03e62s560251,361.9063942328521
1fafp53u04g130722,1391.003747301982
1fahp35n39w193281,6131.142291726524
3c63drgl5cg285646,29542.05394666706
3gcek23m39g283237,12894.765544274062
3fahp0ha8cr420725,9515.678665738
2cnflcew7a6357776,9473.503860365763
3fa6p0hr8dr337732,14481.322042740003
2hgfg3b50eh520607,16575.843302153437
jthbf5c21d5192649,25913.20366949097
4t1be46k49u807083,7193.603230394275
jn1ca21d5vt858757,1372.642693980686
1hgcp2f46ca060346,10888.751905123887
2t1burhe3ec010360,12914.867570345628
2fabp7bv5ax113795,8759.830620546589
jn8az1mw0cw200560,19542.364704622414
1n4al2ap5cc186839,13084.784836777133
5tdza3eh4ds041240,25156.92591775095
2hgfg21597h707424,5664.578540999864
jhlrm4h75cc004670,18534.68514787907
5npeb4ac8dh680075,11274.021308683343
3fa6p0hr5er171882,17021.447188648574
1ftne14w77da27632,4627.7352139688755
jtlze4fe7dj031642,8296.134433560135
2d4rn5d16ar459598,9379.529592405095
