vin,sellingprice
wddgf56x08f039121,11343.05133294538
3n1cn7ap6dl876005,7559.662361456313
1n4aa5ap3cc815652,14106.530650257648
3fadp4ej1dm227597,10718.462961986561
2t3bf4dv7bw172688,14361.05652626629
1g11h5sa9df251711,11014.705451239603
3lnhl2jc4ar615582,9895.62061190597
4t1bf32k33u562748,2052.8354026245543
1d7hu18d75s323919,5577.855272586964
1b3cc4fb9an189063,8510.322300135424
1gndt13s662358557,6337.35858020095
wddgf4hb5cr239429,23397.438906842937
km8jt3ab7cu401390,11604.234169392548
1gkev23768j263857,12667.413852763015
jthbf5c24c5176380,21298.099276143286
1hgcg165x2a027836,2358.8599155940574
kmhd35le6du156678,14035.714019134286
wbavm1c51dvw41350,21322.05545119427
1c4rjeag7ec144910,28577.858140127937
2d4rn4de8ar496990,6768.539672950656
4t1bf1fk7cu098636,11443.077714198631
wauaf78e26a046795,3500.526802887356
1gkdt13s122106237,2104.192680283146
1n4ba41e66c829787,5567.9878386516375
4t3zk3bb8au024609,16223.869398258768
1fm5k8d83dgb86317,21893.711750923845
1n6ad0ev4ac404087,17251.601519031527
2c3ccabg4eh261658,12844.427728955623
1fafp552x3a196871,552.2642100114153
1gnscbkcxfr160773,37071.47019870527
kmhct5ae1du137471,11933.050091772478
2hges16543h601504,2706.1364943745757
wba3b5g51fns15840,38535.6621626714
3c4pdddg8dt615227,10749.091959445015
jthce1blxd5001563,28004.842050550862
1j8gl58k85w613103,2471.3751565621733
3fahp0gaxcr304900,8910.024946075024
1ftnf1cf0ekd48113,17833.155130193798
1fahp2f83eg183230,19982.68952622135
1g1jc6shxd4189457,8484.976916380834
1fmzu73k53uc18137,1130.629497466698
1fmcu0h92dud56139,18200.96650309419
jm3ke2cy8f0434836,23638.05576139054
1g1zf57579f254408,12053.30693609851
jthbk262982063524,10577.747619590526
3n1bc1cp1al391729,1605.957677672197
4t1be46k47u032443,6075.123846541084
jn1cv6ap9dm713252,23545.118752993425
jtlkt334264049092,3483.3024458041127
4jgdf7ce4da223492,38334.68588974608
wp0ab2a90ds123041,71456.24276422593
2g1wf5e37d1220344,10679.262894585985
1c3cdfbaxdd268356,12366.039997436084
1j4rr4gg4bc555195,18682.747940341782
1gyek63n92r200314,3298.1133225348003
5j6rm4h55cl021118,12368.722729693489
jm1bl1uf3b1390089,8230.704064384194
1nxbu4ee9az306581,9785.002971119142
3ln6l2gk8er825498,26645.847904988244
kmhcn46cx9u341270,2724.219908825902
1fmjk1h5xbef34161,24531.629504126668
jm1gj1v66e1162487,18081.078519289593
1fafp55s53g166741,1306.133674976394
jhlre4h47bc035761,15431.925638019657
1hgcg56702a023996,2747.9584063711554
3vwrt71k66m746558,3344.6079821137228
5tfdw5f17cx249548,22500.84477558512
2c4rdgcg8er253237,16706.100702009968
19uua56883a074677,4531.6254383231935
2lmdu68cx8bj05646,13978.429119472728
5n1ar18u67c626356,9550.58642486257
1ftne2ew8eda20173,22467.56389592208
1fahp3gn9bw184524,6319.885668258527
19xfb2f5xee243381,10002.959005744517
1gtw7fca5e1905770,19414.001298071176
1zvht85h455209305,9580.17434763148
1fafp55u11a128859,428.09470226552
jthbe1bl6d5001460,30263.21570709196
jm3er2bm7b0405127,22899.05833624464
2c3cdxct1eh315591,18566.782962421825
5xxgn4a7xcg039135,12137.55566956004
1g2zg57bx94117540,2585.2177673410806
3n1ab6ap9al644813,6209.481411368186
jtjbt20x930014425,10576.984233150126
1g6dt57v780164982,12343.529878247953
2fmdk3kc4eba30799,19510.46223166683
2c4rdgbg9dr616368,9578.835583126367
1ft8w3bt5cea27096,33560.37664449116
jthbe96s070016618,11367.51919475165
jtmbk33v085063691,11576.586661106434
3lnhm28t28r660744,6256.0639369452765
jtmbd31v275093545,8531.74857131981
1gtek19z26z254627,11507.406509686067
jtebu5jr0a5028050,23317.966490465864
4t1be46k07u044069,4120.179885054067
5xxgm4a7xeg282238,14052.892370259302
5npdh4ae4eh505402,14908.03131744238
wdbrf40j63f382931,3828.5833723610667
5tfhy5f11dx308848,34815.340337243484
1n4aa5ap9bc866393,14028.549206685584
1j4gz78yxwc163618,479.5432504528835
2t3bf4dv6bw173640,13747.303321638428
1n4al3ap6dn429862,14085.225458533412
1c3cdzab4cn136021,11417.87843429294
1fmcu0dg1ckc48030,10962.618245260697
jn8ae2kp0d9068333,17460.132427071054
1mefm50ux2g620409,2534.1875180220795
1fmyu031x5ka88199,2549.6569495904623
5npet46c59h535167,4954.467302197983
jn8cs1mw4dm173129,35632.98643262216
1fmcu0gx4eub81474,21471.73749089302
jtdkn3du5d1615796,10914.80520702559
1fm5k8d89dga37233,18070.458510898035
1ftpx14555na08675,4563.792288877965
1fmhk8d85cga18738,14341.39808400019
wddng71x07a121188,14288.345594007027
1b3hb48b37d201969,3176.9569642651204
2hgfa16519h369184,4725.354660246283
1gys4kef6br346956,39020.565323828894
1b3cb4ha4ad603024,5533.148933785317
2fmza52256ba56681,5315.723913158912
1n4aa5ap8ec486577,12331.589202231346
2g1wg5e33d1191129,12466.328910904009
2fmdk4jc7dbb48738,22434.80706782118
jn8az1mw3bw182053,15277.58175547236
knafk4a67e5154467,12065.657261129909
wddgf4hb8ea930911,24004.784879325656
19uua8f20ca020058,19998.371542325225
jn8as5mv1cw705624,12813.790410519965
1g1jc6sg3d4231703,11078.542126817436
knaft4a25a5242857,7257.616031848816
wdbtk76g84t024831,28612.10661662527
wba3a5c55cf345182,24788.256796723228
1c4bjweg5dl655483,29060.42349049812
1gcec29029z162071,15243.178264141614
1c4pjmak6cw120986,9823.640547451954
1fmpu15576lb00788,5407.235534448615
2gnfleek5c6358786,14103.601652149695
2c4rc1cg3er180357,21548.25394419424
2b3ka43r58h326800,3733.2523438298686
1g2zg558964261180,1989.8145023530851
wmwmf73518tt88928,7014.603201865214
kmhhn65f76u206174,3147.279086191511
2d4gv58205h591407,4486.178531518011
1n4al11d96n405049,4075.4243232230274
jf1znaa18d2731233,24384.939122569536
2hgfg1b99ah500776,8522.31999632508
2t2bk1ba3cc153153,28268.595953083845
1ftne2ewxeda19977,20511.986300750235
jn8az1mw8dw313688,17746.112334878148
1gbhg39c591143468,4629.835969946413
wmeej3ba0ck553414,6139.684062417083
5j6yh18798l015149,9248.991284640932
2d4rn5dg4br721026,7684.779692134236
1j4gx48s24c385874,6333.161354831689
wbapt735x8cx00895,9459.399482313373
1fbss31l53ha60766,6687.410704602883
2fmhk6c85dbd11442,13934.858837520627
5tftx4gn8dx024805,18575.77924320822
wauhfaflxcn010306,20394.215684073737
kmhgc4dd2du221586,18710.532481840502
2c3ja53g25h678246,2880.6289765390247
1ftyr14u0wta78359,3740.269670202202
jn1cv6ekxdm923406,26130.108386032567
2fmdk4kc4cba79827,23262.03317381011
1yvhp81a695m35040,6027.161561073071
salmf13496a235125,15532.969482205734
kmhfh4jgxda233076,15090.816224301749
3fa6p0k99er301400,12824.86892565716
2gnaldek6c1277684,13515.11967315762
4jgcb65e67a056765,6312.238941410949
5j6rm4h33dl071421,17933.549427442464
4a32b3ff9ce023054,13004.962391733232
1gcrkpea0cz276898,15013.357375950252
2a4gp54lx6r781680,2344.0694686717543
5fnrl5h60cb073055,16164.73928919571
1fm5k8d88ega09800,22273.697656556582
1gtw7fca0e1906082,20868.439353996782
1gkek63ux4j159713,5752.72513486275
ja3au86u78u008441,3951.8747642304024
1g8al55f66z160145,1015.2144159190448
wbaet37465nj89798,7402.302392408277
1g1ak15f177200574,9751.79013392
1n4al3apxdn440136,15495.09457321076
3d7mx48c36g247655,4747.603310705306
jthkd5bh7c2055355,19184.374747191934
1fm5k8f85fga04570,30645.466403759787
wdbsk75f43f060145,13723.666143835526
1n4aa5ap8ac816289,8218.148675847904
2fmdk4kcxdbb95356,17552.42711727556
5yfbu4ee5dp087012,10621.028630486551
2g4ws52j131114990,308.9888603028703
1c4rjfcg7cc103273,16097.81065624854
jthbf5c29d5187781,26566.74499306229
2t1bu4ee8cc800628,8816.249967527892
2c4rdgeg2er179133,17433.080662101424
jn8as5mtxew603465,9420.963657513257
5j6re4h71bl067297,14902.62994564203
3fahp0ha3cr291860,9100.405540244577
4jgbf7be5ca781293,25583.536663259012
3g5da03l07s562513,5282.090904064302
1n4bl11d96c251104,5681.250569149679
jthbf5c25c2102810,22282.127079596467
jm1cw2bl8d0149065,13013.72817730465
3tmlu4en7em150625,29333.222210824955
3vwsf71k36m629545,2725.8023964027616
wbafu7c58cdu58748,25741.404941048182
3vwbx7aj5bm108602,9535.03874190961
5npdh4ae0fh571222,14309.21460470361
1n4al3ap8en260008,14599.539016860002
1g6ky54911u182876,136.85438414086275
1n4aa5apxbc856004,17356.050767087578
1fafp56u67a191527,3258.139747202198
jthch96s260017537,15850.708758662126
4t1bf32k43u557395,1798.118377962397
3fa6p0lu8er308079,18885.255676210538
1n4al2apxcn413527,14197.601123421544
jn8cs1mw3dm173915,29179.956191780715
1ftne2ew4dda54948,19062.17607837692
1ftpw14584ka09953,4619.357573800786
1g1zd5e0xcf385031,9528.749226212683
wbafr7c54cc810649,25211.978059101762
1hgcp2f67ca142264,13604.66282831961
1j4rr5gt4bc603765,19232.269396609612
jtjbt20x350075451,5073.082235107231
1c4njrfb3fd249037,17724.574892492226
1yvhp80c385m20285,3748.9059083276825
4m2cn8b77akj08834,7351.255510026215
1hgcp2f32ca079306,13902.046565266137
jthcf5c24b5051415,19613.044758578926
1vwbp7a31dc109607,13206.58245621032
1gnkvgkd4dj194946,26175.60249521737
5fnrl5h43cb013351,19723.721265819477
3fa6p0h94er382314,15810.80722892717
3vwsb69m92m095277,1661.436040513201
1ftkr1ad0bpb02706,9439.312618076578
1hgcp2f68ca145092,12985.009833667526
wbagl63413dp61945,1367.1620690609325
1g11b5sa3df131680,12878.76359543747
1n4al2ap4bc140482,6927.4673306329805
1b3el46x14n308491,1829.597685482946
1n4al11d56n333816,5013.836019383982
wbskg9c55ce797894,42203.47535326844
1n4al3ap7dc912532,16620.087613600386
3gkfk16r1xg529905,2039.5092315431375
wbaxg5c59cdx03671,31808.100824938414
4n2zn16t42d808408,223.68690039419016
1fmju2a59eef40614,30974.638737895955
3c4pddbg0et211908,17085.63168029817
2t3df4dvxcw191648,19085.533035521188
1ftne24213ha50152,1144.17956659616
1n4aa5ap5dc830123,19955.907208505152
5gten13e588114084,13656.42131410103
19xfb2f92ce015858,11562.099533516219
3fa6p0h71er243840,15894.569546319664
1g6dm577040113901,3468.657505981513
1c4hjwfg8dl664400,31206.841511265986
1j4fa39s76p781106,9759.41654304846
1fmzu73k05uc04214,3555.6553246482
jm1cw2dlxc0141481,14190.68461162013
2hnyd18814h548804,8296.013204309453
jthcf5c22c5057540,22193.153404241195
1c3cdzab6dn607023,10389.615361119608
1gcskse38az100409,19659.796235748294
2t2zk1ba3dc124462,32486.604576955884
1n4al3ap8fn311380,11825.658173162336
jtjht00w923521747,6300.272623926767
1n4al2ap8bc148553,10462.031779126837
3fa6p0luxer308326,18242.61364653834
1g6ds5e33c0100614,15789.011169686264
6g2er57788l127964,6533.305311971939
kmhec4a43da066396,12155.87610450524
1fmcu9d79ckb22440,13303.55261777373
1ftew1cm0ekd93017,25345.570002903663
2t2bk1ba7cc145833,27485.07578607271
5uxwx5c57blw13582,27191.96801475694
1gnec13t24j223706,8425.46728900934
1c4gp64l9yb658059,543.7765187996738
2c3cdyag7dh604131,19329.444079775243
1c3bcbfg8cn279810,15176.58101681723
wba3a5c55ep601379,29320.764004981582
5tdba23c64s003155,3117.4788115722477
knafx4a62e5097239,12550.199124690871
wbabd534x6pl17693,7946.652358564927
wbawb73547p021677,10129.885189815253
3fahp0hg7cr419926,10450.542966591463
4t1bf1fkxeu419703,16352.032910827387
1vwah7a32dc088713,13152.552946441949
wddgf4hb4cr216756,25972.806356084104
jthbn36fx55021972,7593.414775092349
wddgj4hb4cf802891,24275.70081571991
5fnyf3h55db017208,26261.708617691424
3vwrm71kx8m180209,3800.612874067745
5fnyf4h73cb048964,22502.70425234666
1a8hx58p77f544718,8429.318956874175
1n4bu31d9sc101562,883.0947503000498
3d4pg5fv0at150580,6759.228503823642
1fm5k7b89dga29971,24083.99503445885
1fm5k8d85dgb79417,10824.096239035429
2c4rdgbg9cr146454,6397.993153766122
jtdkdtb36e1574688,12654.899700166281
5npeb4acxch416211,10635.072304393278
1ftne24w04ha63334,1878.5649679363432
1fahp32n49w170273,4022.682120589916
knadm4a36e6394885,12125.5603393878
yv4940dl1e2516909,30009.616960823714
wbadm6344ygu28113,888.6734514175077
5xyktca62fg600638,20919.55092897271
2c4rdgbgxdr656040,14165.283254009562
1zvbp8em3e5231769,13037.318338657027
5npeb4ac1dh747390,12005.707134123426
sajwa71b06sg49749,7899.325499238378
2c3ccaagxeh232618,19627.8682442221
2g1wf52e749274511,1706.401451322883
1hgcs1b87ca014624,12982.121636928405
5tdzk3eh7as019760,14114.71494161935
1c3ccbbb1dn545698,17312.661845692663
1gdgg31v061903480,4563.443201200334
jh4cu2f40cc013422,18583.589954470448
1j8gr48k89c543652,15191.98144646544
1gcdt136758206181,5218.589481867804
1g6kd54y35u238468,1067.0976587336354
yv1mh682452064955,1541.06639687003
wa1wkafp8ca038020,27324.554601419557
5xykt3a69cg300963,12622.47005812261
2c3ja53g65h530438,846.1814524256406
jteht05j732043105,5280.711317289977
waujf78kx9n051245,14292.016171296269
wddgf8ab3da803774,26616.791417504144
1fadp3e29dl186382,10758.346061965374
jm1bl1ug8b1901479,10838.778946323517
1g1jc5sh9c4159245,6809.341693004423
1ftfw1ct8ekd55644,23409.215155178972
jtebu11f98k007353,14783.525721346925
2g1fc3d31c9118200,18833.72322025936
1ftpw14524kd61376,8456.199936512778
jn8ar07s4xw366220,3275.3869298525224
jhmfa16886s002021,4625.013380805238
1fmfk20557la13598,11493.986902945362
jtkjf5c73c3031845,10968.098513136265
1fmdu73w12uc78556,1685.0787399900928
jthbe262062004334,11091.416788238092
1hgcp2f69ca058253,12595.996629782514
1c4rjfag6cc226470,23658.917441292826
1n4dl01axyc220729,1214.910097885515
1n4al3ap9ec420585,16996.31409995137
2t1bu4eexdc088902,13102.479397920717
2hgfa55587h701059,5703.401522323922
3n1ab7ap6el622733,10598.747317780573
4a32b2ff9ce012307,9735.26310606785
1n4al3ap4dc171921,11871.076039856662
3fahp0ja9cr292361,10453.449320444528
wauvt68e03a289215,1794.561658892073
1ftfw1et2dfb12240,29728.425899463917
jhmgd38617s046608,3816.892587340484
1g1am15b567709265,11606.745675442115
waubfafl6an051406,15794.943591608502
2g1wg5ek0b1132088,9805.602414785244
jm1de1ky4c0152251,9267.626749092986
3fa6p0lu9er308365,19314.500499038993
2g1wt58k489220398,9366.410891707816
jn1cv6ar3cm970942,14882.823081091054
3gtp2ve73dg327408,33295.54276387752
5npdh4ae3dh364031,11432.395312871464
1fmcu9c74ckb32584,7747.389837375504
5n1ar2mm7ec632479,25722.335380279554
wbana53524b848816,3875.6211740578074
kmhdh4ae0du591078,16617.072766566976
jn8dr09y53w837283,8534.361807847137
2g1wf52e049343300,1031.3449146533167
1n4al3ap2dn518991,13148.202499853098
2fmdk3kc0eba39029,21007.83080277626
4a4ar5auxde025109,14314.788241873512
4jgbf71e07a277435,14451.380674584261
1c4rjfjt0ec161941,29827.94417567582
kndmg4c73e6543215,15658.412433340309
4tawn72n1wz067204,1115.4023571505459
4t1ca38p94u023493,1538.4593453690522
wbawc73549e068865,16368.54284594627
4t1bd1fk6cu030673,12226.14541825981
2g1wc57m391241018,6708.171195348699
sajea51c64wd55397,1865.8638068373402
kmhgc4dd7cu178426,17091.99406806215
2fmdk4jc9cba76004,17988.034736105077
2c4rdgeg7er431698,16904.32787757722
1j4gl48kx3w625200,2541.8846231735515
1j4hr58215c694872,5550.183153012364
1fmeu63e58ua62563,8849.284623117039
2b4fp25b6yr855053,929.7486396272379
5fnrl38727b424521,7295.4685554474545
1g6ab5r33d0144028,20822.565697120765
1d7ha16k68j184239,12304.868852434125
1g1ak52f957602626,3035.874853563182
1d8gt58648w218755,11369.847706455188
1g11c5sl9ef189907,13768.751361264
5fnyf3h55cb025307,25427.907989822656
1j4gw48n24c120773,6156.892499144583
2b3ka53h37h686434,6367.035538664118
19uua5659xa002897,2133.1904518738847
jt2bk12u920040680,1555.16720499425
1g4hd57237u173862,6697.526976508506
2c3ccagt2dh683335,14011.053985995655
5npdh4aexdh321788,13358.489259636886
jn1cv6ar3cm977843,18968.357814118408
3fahp08z47r131014,1735.925630833095
wauffafl1ba096599,22819.19817981329
1g1pf5scxc7224267,7663.3803027383265
2hnyd18954h519301,1480.9526835595334
1fadp3f26el185674,10714.792444915593
1n4al2ap0bn461388,8408.104062908727
jn1cv6ap2cm622967,18553.452463361566
wmwrf33517tg17673,7968.983440259633
1ftsx21p55ea51757,2458.8152242189735
1ftex1cmxdfa39798,21209.056850094763
1j4gs48k86c217044,5596.353558483143
1gnec13v33j181353,6272.736871079089
3fahp0ha2cr398852,9557.576412166392
3fa6p0h90dr152655,13861.868555160661
1ftww31p76ed61744,5040.651369876097
1n4al3ap7dc906455,12933.784030900448
jthbk1eg6c2497691,23564.941685905287
wbaam3333xkc58754,1466.8772858892826
5xxgm4a73dg182609,10844.078154920093
3fa6p0h77dr147953,20648.376419120377
jthcf5c28b5050719,21616.057246343455
1fm5k7f85dgb32072,27001.223367700804
2a4rr5d1xar346670,7774.828122203238
5tfnx4cn1bx002480,5992.923981400024
1fm5k8d87egc50750,20879.706700292507
1fmju1h55cef02858,19089.657437308655
1n4al3ap1ec157167,12696.180592918023
3gtp1ve02cg224288,25868.477040525227
3fa6p0k91dr147926,17099.23297256086
3ln6l2gk2er828137,21544.914787798196
wdbuf26j35a689186,6094.214234842952
jn8az1mw3bw181730,17488.285932744573
5gakraed4cj154842,20722.25053375263
4s4brbcc7e3258193,22796.394140256092
1c3cdfaa0dd346418,10269.609746149574
2a4gm68476r693509,4904.347122244553
5npec4abxch410087,14911.964404137154
2ftrx17w24ca01622,5216.829277363229
1g1pc5sb5e7388352,13311.22536733644
kmhcn4ac4bu605337,6440.366359974938
wddgj4hb2df946456,25846.79464390354
2g4ws52j621182099,3948.8796570966188
4t4bf3ek2ar068282,4879.117894529247
3gnfc16008g200289,8201.510837004163
1g1pf5sc9c7123141,8177.388700387227
1gc4k1c84bf188198,32615.155285551366
1fmhk8d88cgb04044,20586.441435996476
1fmdu63x6yza35758,551.4971243410546
1gchg35u841130250,3142.4730865474285
4t1bf1fk3eu420353,15601.087286317554
kmhdu4ad1au120345,2909.353109802205
wauhfafl9en007707,22510.00077778804
1g1je5sbxe4177567,12929.309917631774
1c4njcbb6cd626250,12002.06111061851
1n4al3ap0dn488504,11927.082365094979
1n6af0ly3en104106,21642.08085049175
ja4ad3a3xez019526,16231.947972768232
1nxbr32ex6z726342,2224.0637776769836
1ftfw1et8eke40626,29271.884865555767
3ln6l2j97dr825772,23723.3730072388
jtjhy7ax4a4043487,23235.01941085334
2c3cdxbg5ch296724,14045.180023818124
kmhdu46d98u345129,6360.258280193422
kmhcn36c47u039206,786.5038003801892
1n6bd0ct0ac446701,22050.113631537024
1j8ff47w47d278969,8720.703740273602
2gnflnek9d6213977,19918.85439385855
1n4al2ap6cc173940,11953.050652615902
wvgav7ax5cw557624,20491.159970842426
wddgf8bb9br151093,20591.25473641217
2t1burhe2ec145197,14414.573380065794
5uxzv8c55cl425052,38586.51699771517
4f2cz94103km07125,7872.720037165041
1gndv23148d201589,4794.654467157918
3n1ab6ap8cl743710,10926.668283246634
2d4gp44l56r836085,3996.807388400048
zfbcfach7ez005432,11996.634663509258
1g11c5sa4df210174,12830.17734774305
wbsde93493cf92356,8132.183496386068
jtezu17r640020809,4710.076093843425
1d7hu18n05j577776,7681.617052726098
5uxzv8c50cl423449,27784.662476641613
1fmcu0g94dua54773,13558.309203445022
wbavm1c56dvl64436,24178.352894932308
jnrar07y2xw068040,3098.049461679766
3gnfk16zx4g256638,7160.2126263765285
1gks2ke71er202972,27688.948317778868
1n4aa5ap5bc818356,13123.376867750345
1g2za5e02a4162107,7298.931102657364
wddsj4eb8en039927,41063.19129637247
wbafr9c57bde82246,24511.30960038824
1g1zc5eu6cf168226,7052.48126953408
3fahp07127r135669,7751.282867484441
jn8af5mr0dt206355,15588.916068091225
2gnflgek4d6317613,15965.749129663902
1ftyr14u47pa62983,6135.21995865286
3fahp07167r268242,3063.7160828360393
3fahp0ja6br323614,9141.376273118733
3c4pdcab5dt722691,13222.99305980878
2c3ka53g36h259442,4942.764073706658
1g6dp577870111325,8746.3358492402
wbalm1c5xce633818,50064.18444941635
1fafp56u27a143975,1785.2888379295036
2g1wb57kx91282523,7404.405329204787
1gndv33188d146487,4501.454765443621
3gnal2ek5ds624027,13281.874752021382
1hgcm826x7a005164,10217.862376846622
5yfbu4ee7cp053023,10716.445780114076
2g1115sl8f9102241,18070.32946354918
waudf98e98a065503,9294.592776201625
ml32a3hj7eh006846,6485.067145648569
2gnaldek8d1183212,18134.3744603599
jnkcv64e49m605537,14818.753713026103
19uua76588a047648,9432.138534384849
5j6rm3h72cl011903,17412.507224323643
3gnca13b79s625392,2946.2482086766577
1g6kd54y35u145627,2894.165425869647
3g7da03e62s560251,-423.89161364392385
1fafp53u04g130722,1519.992485464445
1fahp35n39w193281,5229.544428506972
3c63drgl5cg285646,23008.767896758738
3gcek23m39g283237,14082.30919333224
3fahp0ha8cr420725,8872.306611257784
2cnflcew7a6357776,12986.882322790218
3fa6p0hr8dr337732,14323.495590126005
2hgfg3b50eh520607,16134.640799394478
jthbf5c21d5192649,25751.679864597652
4t1be46k49u807083,7758.807087457028
jn1ca21d5vt858757,929.6008569812366
1hgcp2f46ca060346,8978.498061325445
2t1burhe3ec010360,13108.477617395109
2fabp7bv5ax113795,8431.147279450934
jn8az1mw0cw200560,19585.44275139839
1n4al2ap5cc186839,13437.002482086065
5tdza3eh4ds041240,24084.900882694426
2hgfg21597h707424,6471.406057757805
jhlrm4h75cc004670,16365.806826779553
5npeb4ac8dh680075,10945.093962741961
3fa6p0hr5er171882,16741.339979272198
1ftne14w77da27632,4922.462193597559
jtlze4fe7dj031642,10906.516726674965
2d4rn5d16ar459598,10158.538740768558
